Time,,prod16.dc4,prod08.ld5,prod11.dc4,prod34.dc4,prod40.la3,prod50.dc4,prod14.dc4,prod81.dc4,prod03.dc4,prod41.la3
2018/12/10 12:28:00,PST,1.7483,4.9917,2.19,2.4367,2.655,1.7733,2.58,2.2683,2.2983,2.0733
2018/12/10 12:29:00,PST,15.335,5.1383,6.7233,5.085,2.695,1.9633,2.605,1.9817,2.425,2.26
2018/12/10 12:30:00,PST,5.3217,3.17,4.5167,2.555,2.625,2.6933,2.88,2.3617,2.1033,2.1717
2018/12/10 12:31:00,PST,16.655,4.045,3.9033,2.5383,2.625,2.5583,2.3583,2.455,2.0483,2.0267
2018/12/10 12:32:00,PST,13.305,3.955,4.32,3.7333,2.8317,4.8567,2.74,2.455,1.8767,2.105
2018/12/10 12:33:00,PST,4.5867,2.995,2.6317,3.3033,2.7717,2.4983,2.6317,2.4933,2.68,2.2117
2018/12/10 12:34:00,PST,1.7267,3.66,4.5867,3.7983,2.8917,2.3574,2.7317,2.67,2.2317,1.98
2018/12/10 12:35:00,PST,18.0317,3.425,3.46,2.6183,3.31,4.5333,2.81,2.2667,1.8717,2.215
2018/12/10 12:36:00,PST,7.53,2.9033,5.65,2.9783,2.6,2.61,2.1417,2.42,1.7617,2.1733
2018/12/10 12:37:00,PST,11.9283,6.0017,3.9833,2.5833,2.7717,2.5915,2.55,2.5467,8.96,2.1133
2018/12/10 12:38:00,PST,1.775,3.9817,1.9517,3.0433,2.6483,3.89,2.4867,2.47,3.4983,2.1083
2018/12/10 12:39:00,PST,12.01,2.99,4.3017,3.05,2.6567,2.1098,3.39,2.62,1.655,2.1767
2018/12/10 12:40:00,PST,9.0567,3.4633,2.9083,3.875,2.5033,3.6467,2.5867,2.785,1.9167,2.005
2018/12/10 12:41:00,PST,14.6317,3.5217,3.0883,3.5517,2.9117,2.0183,2.155,2.6533,1.9,2.155
2018/12/10 12:42:00,PST,1.8667,3.0667,4.1717,3.14,2.65,3.9917,2.36,2.6367,1.4933,2.2483
2018/12/10 12:43:00,PST,2.5633,3.845,2.11,3.4,2.7967,1.915,2.4983,2.2733,2.1067,1.9883
2018/12/10 12:44:00,PST,17.3417,3.3933,4.2533,3.6717,2.8167,4.2567,2.485,2.6733,2.2583,1.985
2018/12/10 12:45:00,PST,1.685,2.86,2.7617,2.7833,2.6317,1.7483,2.5733,3.81,1.795,2.27
2018/12/10 12:46:00,PST,3.9483,3.8183,5.1733,3.16,2.6717,4.3633,2.8983,2.3183,1.46,2.0183
2018/12/10 12:47:00,PST,15.7433,4.46,3.4333,2.8233,2.8683,1.9667,2.8717,2.4417,1.6467,2.3333
2018/12/10 12:48:00,PST,1.7133,2.9633,2.6483,2.4267,2.9933,4.2617,3.0533,2.09,1.8133,2.2267
2018/12/10 12:49:00,PST,6.335,3.6517,5.405,4.24,2.8883,1.9417,2.8767,2.01,1.74,2.6433
2018/12/10 12:50:00,PST,13.5433,4.2133,2.2883,3.23,2.645,4.155,2.9517,2.2833,2.6533,2.265
2018/12/10 12:51:00,PST,18.2417,2.9683,4.035,3.7383,2.7717,1.825,2.61,2.8817,3.4267,2.0967
2018/12/10 12:52:00,PST,7.88,4.815,4.09,4.655,2.8967,4.0717,2.8033,2.34,1.48,1.9967
2018/12/10 12:53:00,PST,14.1667,4.29,3.225,3.705,2.8467,1.8233,2.805,2.2083,2.025,2.1167
2018/12/10 12:54:00,PST,17.93,2.8633,6.4867,4.0133,2.7483,2.1167,2.8417,2.3083,1.8433,1.9883
2018/12/10 12:55:00,PST,7.0733,5.36,2.3217,2.2517,2.6667,4.1017,3.1117,2.375,1.8783,2.185
2018/12/10 12:56:00,PST,12.6683,3.9633,3.8983,2.5517,2.8133,2.1967,2.8083,2.1133,1.6967,2.1467
2018/12/10 12:57:00,PST,1.8833,2.9683,3.2217,2.5083,2.7667,2.195,2.665,2.2433,1.3617,2.26
2018/12/10 12:58:00,PST,1.88,3.495,3.11,2.165,2.79,5.2533,2.8383,1.9217,2.1967,1.96
2018/12/10 12:59:00,PST,19.9217,3.26,4.2067,3.01,3.07,2.13,3.02,2.0017,2.2767,2.0067
2018/12/10 13:00:00,PST,1.7917,3.135,2.1433,3.0217,2.655,4.5917,3.2283,2.275,1.7583,2.395
2018/12/10 13:01:00,PST,1.5083,4.0383,5.2817,3.5467,2.7617,2.6833,3.1667,2.4767,1.325,2.2383
2018/12/10 13:02:00,PST,3.4367,3.515,4.77,2.3483,2.825,2.8583,3.1833,2.4783,1.6117,2.2317
2018/12/10 13:03:00,PST,18.5717,3.7817,6.0,1.9217,2.9433,4.6433,2.4967,2.5467,1.8517,2.265
2018/12/10 13:04:00,PST,14.8917,3.5867,4.63,3.315,2.8783,2.525,2.6467,2.3917,2.215,2.385
2018/12/10 13:05:00,PST,5.0333,3.235,1.9467,2.065,2.91,2.4217,2.89,2.3283,1.805,2.5
2018/12/10 13:06:00,PST,1.9367,3.5367,4.0933,3.6117,2.58,5.035,2.235,2.6383,1.5083,2.3417
2018/12/10 13:07:00,PST,1.7017,5.3267,2.6167,2.7867,2.7283,2.225,2.5733,2.4767,1.62,2.275
2018/12/10 13:08:00,PST,3.4317,4.0983,3.0133,2.6633,3.1383,2.35,3.38,2.5617,2.0817,2.1867
2018/12/10 13:09:00,PST,18.5133,3.32,3.915,3.3467,3.1767,4.6583,2.3917,2.335,2.0117,2.2033
2018/12/10 13:10:00,PST,14.015,3.5233,1.7833,2.9433,3.1617,1.7217,2.5883,2.2433,1.79,2.135
2018/12/10 13:11:00,PST,5.48,3.56,4.2183,5.165,3.97,1.7667,2.135,2.69,2.1533,2.1517
2018/12/10 13:12:00,PST,1.69,3.1133,3.36,2.75,3.6167,4.49,2.565,2.6067,1.6267,2.1617
2018/12/10 13:13:00,PST,17.375,3.99,5.78,2.1417,3.2333,2.1067,2.55,2.405,2.175,2.3267
2018/12/10 13:14:00,PST,2.5717,3.6367,3.6817,2.765,3.2283,1.9733,2.4917,2.3833,3.385,2.3133
2018/12/10 13:15:00,PST,1.7983,4.7217,2.4717,1.7133,2.8017,2.0317,2.8117,2.405,1.9783,2.3967
2018/12/10 13:16:00,PST,14.1333,3.9833,4.0017,3.4667,2.54,1.73,2.81,2.5467,1.805,2.0383
2018/12/10 13:17:00,PST,8.4617,5.4667,2.38,2.3633,2.83,4.325,3.155,2.4567,2.0883,2.1717
2018/12/10 13:18:00,PST,14.8467,3.6,5.455,4.2267,2.6967,1.9533,2.7567,2.0967,1.74,2.17
2018/12/10 13:19:00,PST,1.9967,3.69,3.2683,3.095,4.5783,2.2283,3.22,2.1283,1.9383,2.1317
2018/12/10 13:20:00,PST,4.37,3.68,3.005,1.845,2.58,2.1767,2.9983,2.2917,2.415,2.185
2018/12/10 13:21:00,PST,15.6767,3.7817,4.6133,3.24,2.635,1.8433,2.5617,3.6133,1.7233,2.28
2018/12/10 13:22:00,PST,1.5567,3.1783,4.2417,2.635,2.7283,1.9983,2.875,2.085,1.4433,1.975
2018/12/10 13:23:00,PST,7.7733,4.0883,4.3583,2.2033,2.8567,4.21,2.8133,2.1517,2.0733,2.0417
2018/12/10 13:24:00,PST,12.5183,3.5833,3.4033,3.1033,2.6317,2.3133,2.8867,2.02,2.3883,2.1667
2018/12/10 13:25:00,PST,1.59,4.43,3.445,1.8,2.7733,2.3433,2.8,2.3367,1.815,2.0967
2018/12/10 13:26:00,PST,9.67,3.8433,4.01,3.0117,2.4983,2.3283,2.9283,2.1533,1.9917,2.3183
2018/12/10 13:27:00,PST,11.065,4.8517,2.465,2.23,2.7867,3.7783,2.78,2.255,1.425,1.9583
2018/12/10 13:28:00,PST,1.6617,3.255,7.0483,2.3317,2.7133,2.035,2.8817,1.8817,2.43,3.01
2018/12/10 13:29:00,PST,10.7817,5.38,3.0933,3.0283,2.5967,2.1833,3.4433,2.1067,2.19,1.8383
2018/12/10 13:30:00,PST,7.7533,3.0133,3.6533,1.9967,2.8617,2.6767,2.9783,2.4233,2.215,2.2683
2018/12/10 13:31:00,PST,1.6517,3.1383,3.8333,2.5917,2.6383,2.6333,2.6983,2.4533,1.8167,2.0883
2018/12/10 13:32:00,PST,15.535,3.4117,2.4333,1.8433,2.8033,4.645,3.0383,2.5067,1.9833,2.1317
2018/12/10 13:33:00,PST,6.59,4.4133,5.24,3.3667,2.8317,2.5133,2.4883,2.3617,2.1233,2.2067
2018/12/10 13:34:00,PST,15.76,5.435,6.6367,2.7017,2.74,2.7567,2.5683,2.3983,2.035,2.3117
2018/12/10 13:35:00,PST,13.1667,4.8733,4.47,2.6533,2.825,2.7567,2.5883,2.3867,2.655,2.2517
2018/12/10 13:36:00,PST,5.1133,4.3733,3.8817,2.9267,2.6767,4.0217,2.48,2.57,2.3983,2.1967
2018/12/10 13:37:00,PST,15.11,3.505,3.045,2.035,3.0333,2.1933,4.0833,2.3933,2.1183,1.8767
2018/12/10 13:38:00,PST,1.7383,4.1817,5.015,2.7233,2.725,2.1517,2.195,2.4367,2.15,2.1817
2018/12/10 13:39:00,PST,8.1467,3.19,2.765,2.18,2.705,2.4233,2.5233,2.365,2.33,2.2217
2018/12/10 13:40:00,PST,12.7983,4.8167,4.1583,2.4533,2.6583,2.0533,2.3717,2.555,1.845,2.0017
2018/12/10 13:41:00,PST,18.0517,4.2567,6.2883,4.6983,2.6667,5.0267,2.255,2.5283,1.6183,2.3283
2018/12/10 13:42:00,PST,6.9933,3.06,3.1133,2.44,2.58,2.335,2.3983,2.4383,1.4533,2.1683
2018/12/10 13:43:00,PST,11.78,5.2683,4.1283,2.8317,3.2033,1.995,2.5667,2.6517,2.4483,1.9717
2018/12/10 13:44:00,PST,16.6833,3.8,2.275,2.0583,2.4717,4.8883,2.4483,2.375,2.4367,2.1867
2018/12/10 13:45:00,PST,2.7,3.0,4.6917,2.24,2.8667,2.5217,2.4883,2.2317,2.2017,2.3617
2018/12/10 13:46:00,PST,1.575,4.3917,2.79,4.2117,2.7017,3.9467,2.605,2.665,1.7067,2.125
2018/12/10 13:47:00,PST,16.9117,5.7717,3.465,1.725,2.815,2.12,3.0017,2.235,1.6283,2.1067
2018/12/10 13:48:00,PST,2.6517,3.5467,6.7383,4.2917,2.76,2.0683,2.7217,2.0283,2.11,2.27
2018/12/10 13:49:00,PST,1.5867,3.2167,2.195,3.6917,3.2933,4.6417,3.2083,2.03,2.1567,2.795
2018/12/10 13:50:00,PST,15.9167,3.49,4.4617,2.8883,2.5867,1.9383,2.6683,2.2383,2.455,2.3267
2018/12/10 13:51:00,PST,6.5867,3.0033,2.7283,3.3317,2.9117,2.015,2.535,2.1267,2.3067,2.5867
2018/12/10 13:52:00,PST,11.3683,3.38,3.7,1.8467,2.655,5.2633,2.6867,2.1067,1.83,2.3733
2018/12/10 13:53:00,PST,1.9917,5.3533,4.16,2.5833,2.6133,2.995,2.8233,2.3133,2.305,1.7933
2018/12/10 13:54:00,PST,8.9833,3.98,3.1383,2.5717,2.925,5.0733,2.58,2.06,2.3533,2.3833
2018/12/10 13:55:00,PST,6.5767,3.24,4.4533,3.285,2.7833,1.6967,2.5117,2.155,2.175,2.1
2018/12/10 13:56:00,PST,19.1883,5.0767,4.4167,2.855,2.5283,1.965,2.915,2.6267,1.745,2.1817
2018/12/10 13:57:00,PST,7.8,2.7767,4.3033,2.1533,2.77,4.3983,3.0517,2.21,1.6833,2.61
2018/12/10 13:58:00,PST,9.9833,3.1767,3.55,5.085,2.6617,2.7817,2.7083,2.04,1.88,1.76
2018/12/10 13:59:00,PST,1.4517,4.3517,3.5817,4.8917,2.7383,5.1383,2.815,3.165,2.03,2.305
2018/12/10 14:00:00,PST,1.65,3.72,3.9317,4.1283,2.6333,4.3367,2.3833,2.4617,2.3083,2.2817
2018/12/10 14:01:00,PST,1.3883,5.0117,3.0933,4.53,2.61,2.3383,3.11,2.3317,2.08,2.4133
2018/12/10 14:02:00,PST,14.8717,3.595,5.6433,2.5867,2.8683,2.4233,2.6933,2.4567,1.895,2.34
2018/12/10 14:03:00,PST,1.6817,5.6683,5.57,3.6817,2.7983,2.3517,2.3017,2.5717,2.3183,2.5
2018/12/10 14:04:00,PST,1.485,3.5733,4.1017,2.0367,3.02,4.8517,2.64,2.3933,2.2067,3.0583
2018/12/10 14:05:00,PST,1.56,4.7833,4.515,4.2467,3.0267,2.2233,2.1267,2.4067,1.905,2.225
2018/12/10 14:06:00,PST,18.78,3.5833,3.56,4.19,2.755,2.2233,2.3633,2.5983,1.8567,2.385
2018/12/10 14:07:00,PST,7.705,3.1783,5.1883,4.0433,3.4933,2.2329,2.5883,2.49,2.6583,2.305
2018/12/10 14:08:00,PST,11.49,3.5417,2.9233,6.3483,2.8683,5.185,2.2083,2.4017,8.33,2.2383
2018/12/10 14:09:00,PST,1.465,3.3767,4.06,2.73,3.4167,1.9467,2.3183,2.4633,1.8267,2.2783
2018/12/10 14:10:00,PST,7.3217,3.4017,3.94,3.9233,2.9833,1.9267,2.0,2.5417,1.9517,2.1083
2018/12/10 14:11:00,PST,11.5333,5.255,4.4033,4.9883,3.1417,2.325,2.5283,2.525,1.9617,2.1383
2018/12/10 14:12:00,PST,1.5783,3.1617,4.5067,4.2033,6.2167,4.47,2.205,2.4883,1.6317,2.3217
2018/12/10 14:13:00,PST,8.8867,3.6417,2.66,4.1333,3.1,1.88,2.4133,2.7167,2.165,2.1133
2018/12/10 14:14:00,PST,6.52,3.6667,4.475,1.8917,3.25,1.725,3.4183,2.2267,2.1967,2.3167
2018/12/10 14:15:00,PST,1.705,3.26,3.5667,3.31,3.145,1.8067,1.9567,2.3367,1.71,2.3783
2018/12/10 14:16:00,PST,8.6683,4.9217,3.5367,2.8067,2.56,1.6083,2.55,2.6633,1.93,2.1333
2018/12/10 14:17:00,PST,10.0083,4.705,7.1567,2.52,2.915,3.925,2.415,2.1833,1.7133,2.3133
2018/12/10 14:18:00,PST,1.54,3.265,2.6217,3.2017,2.7517,1.9033,2.3167,2.2933,1.9317,2.31
2018/12/10 14:19:00,PST,12.1883,5.7967,4.835,2.3317,3.3517,2.3883,2.6617,2.0367,1.6433,2.4333
2018/12/10 14:20:00,PST,7.4933,8.3533,3.505,3.19,2.7867,1.485,2.1433,2.225,2.225,2.22
2018/12/10 14:21:00,PST,1.5067,5.3317,3.6917,5.435,3.3183,1.6467,2.3167,1.9583,1.56,2.2367
2018/12/10 14:22:00,PST,16.0783,5.325,6.94,3.105,2.6967,3.3567,2.4333,2.26,1.61,2.02
2018/12/10 14:23:00,PST,2.3567,4.0067,2.4267,2.9933,2.9983,1.7217,2.18,2.22,1.9133,2.2367
2018/12/10 14:24:00,PST,1.4867,3.0,4.62,3.175,2.7917,1.7567,2.2967,1.9733,2.1667,2.11
2018/12/10 14:25:00,PST,16.81,4.8233,2.8483,5.9717,2.9933,1.645,2.21,2.09,1.7067,2.2467
2018/12/10 14:26:00,PST,1.7817,3.9133,3.9383,2.4083,2.6317,1.5983,2.4133,2.6867,1.6717,2.305
2018/12/10 14:27:00,PST,1.4967,2.86,3.6217,3.4583,2.665,4.7633,2.675,2.2783,1.5933,2.42
2018/12/10 14:28:00,PST,17.6783,4.8583,3.1367,3.6467,2.7317,1.6933,2.265,2.3033,2.1967,2.15
2018/12/10 14:29:00,PST,1.6333,3.7817,4.45,1.4917,2.715,1.6033,2.3067,2.4033,1.8633,2.0017
2018/12/10 14:30:00,PST,2.3867,4.365,4.7083,4.9583,2.8217,1.9833,2.1767,2.2767,1.9583,2.335
2018/12/10 14:31:00,PST,14.0867,3.7917,6.4217,3.285,2.8417,2.405,2.3167,2.5717,1.6967,2.0417
2018/12/10 14:32:00,PST,1.725,3.5283,3.9167,2.9533,2.8567,3.79,2.7967,2.5017,1.86,2.1133
2018/12/10 14:33:00,PST,6.2033,3.705,3.19,3.1633,2.7533,2.2833,2.5633,2.34,2.0117,2.3817
2018/12/10 14:34:00,PST,13.35,3.61,4.5317,3.5883,2.815,1.9683,2.8667,2.5783,2.095,1.8867
2018/12/10 14:35:00,PST,1.5133,3.18,2.4533,3.6417,2.82,1.9867,2.805,2.3883,2.025,2.3233
2018/12/10 14:36:00,PST,7.5033,3.9433,4.19,3.7267,2.5717,5.2333,2.725,2.4483,2.225,2.2017
2018/12/10 14:37:00,PST,11.2517,5.0083,6.7667,5.0633,2.725,2.175,2.7333,3.9167,1.7283,2.3283
2018/12/10 14:38:00,PST,1.62,3.7033,4.9233,3.71,2.7533,2.2067,2.4533,2.2933,1.98,3.23
2018/12/10 14:39:00,PST,12.2883,4.7533,4.8717,2.3433,2.8583,1.6983,2.6233,2.5233,2.3333,2.0
2018/12/10 14:40:00,PST,10.095,3.33,2.905,2.6017,2.6817,4.0933,2.4267,2.435,1.9967,2.125
2018/12/10 14:41:00,PST,16.6783,3.8367,4.345,2.3733,2.795,1.585,2.735,2.63,1.8783,2.1417
2018/12/10 14:42:00,PST,1.5217,3.1783,3.2983,5.9133,2.65,1.6133,2.6783,2.69,1.975,2.255
2018/12/10 14:43:00,PST,1.9183,4.175,3.58,2.0917,2.8483,1.8017,2.6383,2.4017,2.2083,2.1733
2018/12/10 14:44:00,PST,16.3117,3.32,4.2267,2.9633,3.5233,4.4083,2.7183,2.3883,2.0567,2.125
2018/12/10 14:45:00,PST,1.5333,3.0117,4.5467,5.9817,2.775,1.8833,2.455,2.445,1.8883,2.4167
2018/12/10 14:46:00,PST,2.5233,4.5717,4.5483,2.275,2.6667,1.6817,2.8733,2.5213,1.8267,2.0383
2018/12/10 14:47:00,PST,17.275,6.1783,2.9933,2.8017,2.76,3.67,2.675,2.4542,1.8833,2.135
2018/12/10 14:48:00,PST,1.48,4.165,3.9817,4.2917,2.69,1.6917,2.5633,1.95,2.145,2.4567
2018/12/10 14:49:00,PST,3.6267,3.7583,3.97,2.1267,2.7667,1.5633,3.225,2.1933,1.8267,2.2383
2018/12/10 14:50:00,PST,15.9633,3.495,3.1717,3.1467,3.2217,1.8233,2.3033,2.0117,2.5083,2.1
2018/12/10 14:51:00,PST,1.4033,4.8617,4.475,3.0683,3.0883,1.8867,2.6033,2.03,2.1617,2.36
2018/12/10 14:52:00,PST,5.1533,3.415,4.71,2.9333,2.5667,3.815,2.6367,2.37,1.9833,2.1117
2018/12/10 14:53:00,PST,12.8533,4.0983,3.9833,2.3467,3.0167,1.435,3.0583,2.045,2.2617,2.3483
2018/12/10 14:54:00,PST,1.41,4.2617,3.3533,2.405,2.6967,1.6817,2.4233,2.0367,2.125,2.09
2018/12/10 14:55:00,PST,1.4333,3.1117,3.6617,2.7183,2.65,1.41,1.975,1.9767,1.7833,2.2083
2018/12/10 14:56:00,PST,1.4383,3.5483,6.99,1.5617,2.6167,1.55,2.3717,2.785,1.7383,2.275
2018/12/10 14:57:00,PST,11.6333,5.8833,2.1983,2.0767,2.67,3.0183,2.6067,2.4283,2.1333,2.37
2018/12/10 14:58:00,PST,7.8783,3.2117,4.5467,1.5683,2.7367,2.6217,2.2333,2.8383,2.295,1.9717
2018/12/10 14:59:00,PST,16.015,4.63,3.2583,1.7717,2.7017,1.8117,2.3317,1.9917,1.8183,2.15
2018/12/10 15:00:00,PST,11.47,5.3783,3.535,2.0567,2.815,1.7167,2.1067,2.0633,2.1883,2.4267
2018/12/10 15:01:00,PST,7.515,4.25,5.2117,1.915,3.1483,5.8867,2.5417,2.6617,1.7617,2.3233
2018/12/10 15:02:00,PST,16.4067,3.36,2.3433,4.17,3.075,3.4133,2.705,2.5767,2.11,2.365
2018/12/10 15:03:00,PST,1.6033,4.2017,5.23,1.6483,2.9467,5.18,2.32,2.4459,2.0917,2.375
2018/12/10 15:04:00,PST,1.48,5.0667,5.965,2.2833,2.9083,4.0583,2.525,2.3,1.8133,2.635
2018/12/10 15:05:00,PST,1.5533,3.3033,3.4,2.235,2.9867,4.8183,2.145,2.4333,2.015,2.4
2018/12/10 15:06:00,PST,13.9917,4.8233,3.6483,1.8967,2.6267,2.0883,2.3967,2.2767,2.4067,2.405
2018/12/10 15:07:00,PST,3.095,3.8467,2.4433,2.4017,3.115,4.025,2.4617,2.53,2.085,2.3417
2018/12/10 15:08:00,PST,1.6283,3.4133,4.585,1.9667,2.9667,1.9333,2.2267,2.4607,2.1517,2.235
2018/12/10 15:09:00,PST,15.58,3.7233,3.8783,2.475,3.2633,1.73,2.4,2.4339,2.0267,2.3033
2018/12/10 15:10:00,PST,3.3667,5.005,5.3183,2.14,3.005,4.9067,2.07,2.5066,2.305,2.07
2018/12/10 15:11:00,PST,1.465,3.7267,6.9367,2.4983,3.215,2.2833,2.4767,2.622,2.4517,2.3133
2018/12/10 15:12:00,PST,16.1467,3.6267,2.8467,4.635,2.91,4.7483,2.4433,2.3246,2.1733,2.1233
2018/12/10 15:13:00,PST,2.2533,4.1433,5.2983,2.9833,3.585,4.0033,2.5383,3.8559,1.76,2.9117
2018/12/10 15:14:00,PST,1.5283,4.67,2.8733,2.3883,3.0767,2.02,2.35,2.3033,2.2317,2.2917
2018/12/10 15:15:00,PST,18.5017,3.335,3.73,2.425,2.9633,2.0267,2.1433,2.3567,2.12,2.395
2018/12/10 15:16:00,PST,5.6567,5.4683,4.3833,2.9567,2.7167,4.0583,2.1167,2.4117,1.9517,2.1
2018/12/10 15:17:00,PST,13.0333,3.7133,2.9083,3.2467,2.765,1.9183,2.6267,2.2933,2.0983,2.3283
2018/12/10 15:18:00,PST,1.6383,3.6983,6.5533,1.885,2.57,2.2883,2.37,2.085,1.9317,2.1367
2018/12/10 15:19:00,PST,7.765,4.4133,2.2917,2.1533,2.7517,5.1867,2.3767,2.19,2.005,2.2517
2018/12/10 15:20:00,PST,10.8067,3.7683,3.9,2.3583,2.91,2.1683,2.575,2.035,2.2733,2.1
2018/12/10 15:21:00,PST,1.5383,3.755,3.35,1.9,2.6867,2.08,2.49,2.05,2.0,2.195
2018/12/10 15:22:00,PST,8.3483,3.3333,3.2717,2.3067,2.7267,4.7567,2.25,2.1525,2.1783,2.0983
2018/12/10 15:23:00,PST,9.675,4.6067,3.8,1.3567,2.66,1.8017,2.445,1.9767,2.0767,1.9967
2018/12/10 15:24:00,PST,1.3917,3.5,2.2067,3.3767,2.515,4.8633,2.3483,1.8915,2.15,2.1117
2018/12/10 15:25:00,PST,11.6933,3.3883,4.3417,2.4483,2.8583,2.1267,2.0933,2.0767,1.915,2.0417
2018/12/10 15:26:00,PST,7.5167,3.4917,4.985,4.3417,2.4367,1.915,2.1683,1.9508,2.1917,2.1167
2018/12/10 15:27:00,PST,16.8,4.8933,3.6083,3.16,2.7483,4.4033,2.725,2.4183,2.0533,2.3233
