Time,,prod16.dc4,prod08.ld5,prod11.dc4,prod34.dc4,prod40.la3,prod50.dc4,prod14.dc4,prod81.dc4,prod03.dc4,prod41.la3
2018/12/10 15:28:00,PST,11.14,3.2083,3.4517,2.1133,3.4417,1.9,2.3167,2.117,2.005,1.95
2018/12/10 15:29:00,PST,8.3967,3.3083,2.8983,3.765,2.3483,2.0367,2.3283,1.9639,2.37,2.1183
2018/12/10 15:30:00,PST,1.52,3.62,4.5133,3.3417,2.695,4.3783,2.44,1.9967,2.0333,2.3033
2018/12/10 15:31:00,PST,14.3017,3.5967,1.7917,2.7433,2.6233,2.9267,2.2583,2.6729,2.0583,2.2
2018/12/10 15:32:00,PST,7.4933,3.0683,3.995,3.1117,2.7533,2.365,2.4317,2.4246,1.99,2.1117
2018/12/10 15:33:00,PST,15.3033,3.8867,3.2233,2.0867,2.8067,4.6333,2.2983,2.325,2.0667,2.1567
2018/12/10 15:34:00,PST,1.31,3.1333,3.135,2.345,2.8617,2.1,2.2983,2.415,2.5433,2.2383
2018/12/10 15:35:00,PST,4.5367,3.11,6.145,3.2083,2.5767,2.3667,3.3967,2.265,2.2283,2.045
2018/12/10 15:36:00,PST,15.02,6.1317,1.81,2.1733,2.6483,4.2,2.0967,2.2233,2.5083,2.1067
2018/12/10 15:37:00,PST,1.3167,3.2067,3.9017,2.835,2.755,2.5483,2.47,2.4533,2.105,1.9633
2018/12/10 15:38:00,PST,7.3067,2.7433,2.835,1.8,2.53,2.225,2.2817,2.5317,1.945,2.235
2018/12/10 15:39:00,PST,12.8183,4.2367,3.49,2.3817,2.6733,4.1633,2.3517,2.4683,2.1617,2.3683
2018/12/10 15:40:00,PST,1.8833,3.41,3.2683,1.4183,2.6567,1.6533,2.33,2.5617,2.145,1.9633
2018/12/10 15:41:00,PST,8.455,3.105,3.3983,2.525,2.7683,2.065,2.2267,2.4133,2.08,2.12
2018/12/10 15:42:00,PST,9.1783,4.0033,5.0417,2.7867,2.555,1.525,2.2817,2.5383,2.1867,2.165
2018/12/10 15:43:00,PST,1.5383,5.4517,4.6783,3.3,2.72,3.9783,2.3917,2.4167,2.3233,2.1283
2018/12/10 15:44:00,PST,10.2717,3.12,3.935,2.8983,2.665,1.8733,2.2617,2.2967,2.3183,2.065
2018/12/10 15:45:00,PST,10.9783,4.7317,3.18,1.6017,2.7033,1.7783,2.4733,2.4933,2.3717,2.355
2018/12/10 15:46:00,PST,1.3683,3.5633,2.9017,2.7333,2.5983,3.5733,2.05,2.3983,2.6217,2.1167
2018/12/10 15:47:00,PST,11.0667,3.36,4.5117,2.2483,2.755,1.6517,2.555,2.2317,2.06,2.13
2018/12/10 15:48:00,PST,9.0017,5.025,2.2833,2.5683,2.735,1.925,2.2133,2.0567,2.1267,2.1283
2018/12/10 15:49:00,PST,1.4933,3.7517,4.3983,2.6567,2.7417,2.1533,2.405,2.0717,2.01,2.2633
2018/12/10 15:50:00,PST,11.64,3.37,2.7467,1.57,2.9667,4.8933,2.505,1.8617,2.4417,2.1467
2018/12/10 15:51:00,PST,6.79,5.03,4.905,3.3317,2.565,1.8367,1.8933,2.15,2.1517,2.2883
2018/12/10 15:52:00,PST,1.38,3.645,3.96,1.97,3.2217,1.7867,2.4817,3.09,2.265,2.5
2018/12/10 15:53:00,PST,17.385,5.5017,2.4883,2.3167,2.5683,1.7933,2.415,2.1067,2.2133,2.1067
2018/12/10 15:54:00,PST,2.4917,4.035,4.4367,2.845,2.8417,3.9833,2.4017,2.11,2.3183,2.1367
2018/12/10 15:55:00,PST,1.3667,5.3067,2.2617,2.9217,2.83,1.7267,2.365,2.1167,2.0467,2.135
2018/12/10 15:56:00,PST,1.465,3.5467,3.6717,3.0383,2.5433,1.6383,2.2,2.1617,2.2317,2.09
2018/12/10 15:57:00,PST,1.5133,5.7,2.9267,1.96,2.59,1.9917,2.3833,2.4667,2.155,2.17
2018/12/10 15:58:00,PST,1.59,5.0133,3.1533,3.2683,2.5683,1.83,2.2818,2.4867,2.2267,2.0883
2018/12/10 15:59:00,PST,16.865,3.485,6.18,2.27,2.8267,3.6933,2.245,2.1417,2.0633,2.0783
2018/12/10 16:00:00,PST,3.7367,3.985,1.9167,1.92,2.5267,1.7867,2.525,2.2383,2.6717,2.345
2018/12/10 16:01:00,PST,1.5517,3.6317,5.0217,2.4714,3.1067,2.96,2.8767,2.7017,2.125,2.1983
2018/12/10 16:02:00,PST,1.4333,3.45,3.5133,2.6383,2.8883,2.395,2.4083,2.4367,2.2483,2.2667
2018/12/10 16:03:00,PST,2.85,7.875,3.7917,2.4217,2.9383,2.3483,2.0283,2.3583,2.1683,2.1367
2018/12/10 16:04:00,PST,16.87,5.475,3.9083,1.9567,2.75,2.4017,2.4633,2.3783,2.13,2.5367
2018/12/10 16:05:00,PST,1.57,3.1717,2.3917,2.39,2.6867,2.22,2.7083,2.425,2.3067,2.5317
2018/12/10 16:06:00,PST,1.3667,5.96,6.5233,1.8267,2.6917,4.3217,2.5017,2.3667,2.3383,2.4083
2018/12/10 16:07:00,PST,1.53,3.5667,2.515,2.0233,2.62,2.3717,2.2721,2.4933,2.2933,2.18
2018/12/10 16:08:00,PST,16.2083,4.0667,3.8683,3.83,2.7967,2.3317,1.795,2.4033,2.655,2.1733
2018/12/10 16:09:00,PST,2.4217,4.36,3.45,1.465,3.3983,1.7317,2.2,2.5383,2.1683,2.2683
2018/12/10 16:10:00,PST,1.4117,3.9983,2.6167,2.715,3.0033,2.395,2.1783,2.4533,2.3367,2.0883
2018/12/10 16:11:00,PST,3.2167,4.5917,4.0517,2.1917,3.06,4.1083,2.4367,2.365,1.7483,2.1767
2018/12/10 16:12:00,PST,13.92,4.3283,2.155,2.555,3.24,1.9033,2.4933,2.3433,1.6883,2.17
2018/12/10 16:13:00,PST,1.8217,5.2967,5.0183,3.0967,2.965,1.815,2.025,2.5183,2.47,1.9517
2018/12/10 16:14:00,PST,2.6533,3.3,3.4383,1.715,3.025,2.0483,2.1017,2.4633,2.5017,2.1133
2018/12/10 16:15:00,PST,16.0183,4.7033,4.6117,2.3833,3.66,4.0467,2.4233,2.2467,2.16,2.3083
2018/12/10 16:16:00,PST,1.4233,4.0767,3.7133,1.895,2.775,1.9483,2.3167,2.5083,2.1983,2.155
2018/12/10 16:17:00,PST,2.2933,4.03,2.25,3.1533,3.0967,1.895,2.2517,2.0983,2.145,1.9733
2018/12/10 16:18:00,PST,16.2217,4.315,4.1583,3.6317,2.8983,2.06,2.9733,2.07,2.3817,2.2883
2018/12/10 16:19:00,PST,1.5717,6.38,2.64,1.5783,2.9433,4.53,2.14,2.0017,2.2883,2.5183
2018/12/10 16:20:00,PST,2.6633,3.53,3.7567,3.0733,2.7367,2.695,2.5817,1.91,2.3183,2.4267
2018/12/10 16:21:00,PST,15.0383,5.785,3.2217,1.7,2.68,2.1183,2.355,2.1667,4.76,2.395
2018/12/10 16:22:00,PST,1.4767,3.8183,3.0633,2.9217,2.7367,5.1183,2.375,1.9267,1.5667,2.235
2018/12/10 16:23:00,PST,3.3683,6.4783,3.9933,2.3383,2.72,3.2683,2.1083,2.1567,1.8133,1.9883
2018/12/10 16:24:00,PST,16.0117,4.1617,3.54,2.1717,2.7083,3.1933,2.225,2.1717,2.1133,2.3533
2018/12/10 16:25:00,PST,12.845,6.25,4.28,2.6767,2.735,1.6733,2.2467,1.935,1.8433,2.165
2018/12/10 16:26:00,PST,5.6933,3.7483,2.6967,2.01,2.495,1.71,2.4433,1.9233,1.57,2.2817
2018/12/10 16:27:00,PST,14.6383,5.865,3.4533,2.685,2.6583,4.3033,2.4317,2.465,1.6817,2.0967
2018/12/10 16:28:00,PST,1.5083,4.465,4.1967,2.1817,2.65,1.7433,2.2967,1.905,1.7383,1.9717
2018/12/10 16:29:00,PST,6.36,5.0533,2.715,2.1017,2.7133,1.825,2.0383,2.0333,1.83,2.1067
2018/12/10 16:30:00,PST,8.5583,3.905,3.9967,2.8583,2.4733,1.8733,2.2683,3.58,1.82,2.845
2018/12/10 16:31:00,PST,16.075,4.68,2.105,1.4217,2.6717,2.5683,2.385,2.4017,1.7767,2.0083
2018/12/10 16:32:00,PST,6.77,5.1117,6.5267,2.4217,2.7217,4.505,2.2783,2.5783,1.425,2.265
2018/12/10 16:33:00,PST,12.4767,5.98,2.885,1.9683,2.7667,2.42,2.3283,2.3917,1.7567,2.15
2018/12/10 16:34:00,PST,1.4783,4.0033,3.265,2.285,2.7617,2.52,2.2633,2.53,1.6567,2.2017
2018/12/10 16:35:00,PST,8.9667,5.495,3.9533,1.8983,2.6017,5.9867,2.4283,2.38,2.07,2.1483
2018/12/10 16:36:00,PST,10.71,3.9067,1.5667,1.6017,2.4917,3.16,2.485,2.35,1.8717,2.2067
2018/12/10 16:37:00,PST,1.5517,5.06,4.6,2.8683,2.7733,5.2383,2.385,2.3667,1.6817,2.1
2018/12/10 16:38:00,PST,11.5483,5.4667,2.9517,2.3167,3.275,3.5517,2.4033,2.49,1.8967,2.1133
2018/12/10 16:39:00,PST,9.3383,5.365,3.4733,2.1933,2.945,4.9767,1.815,2.35,1.655,2.36
2018/12/10 16:40:00,PST,17.365,3.6117,3.5883,1.745,2.5067,4.4217,2.435,2.4,1.925,2.015
2018/12/10 16:41:00,PST,1.6583,3.7317,2.47,1.7033,2.6733,3.0917,2.3117,2.435,1.9583,2.1317
2018/12/10 16:42:00,PST,1.77,5.2,5.94,2.6683,2.4133,4.3983,2.205,2.5517,1.6017,2.1467
2018/12/10 16:43:00,PST,17.2217,3.8867,2.1467,3.595,2.6183,2.2433,2.385,2.4117,1.9333,1.9583
2018/12/10 16:44:00,PST,1.4633,3.785,4.3633,3.23,2.5167,5.14,2.0967,2.5767,1.755,2.1933
2018/12/10 16:45:00,PST,1.4433,3.2767,4.1,1.865,2.775,2.3683,2.185,2.4267,2.2317,2.215
2018/12/10 16:46:00,PST,17.9933,4.7967,2.9533,2.0817,2.4717,3.6267,2.4533,2.475,2.0767,2.295
2018/12/10 16:47:00,PST,1.765,4.9483,3.99,2.2767,2.9317,2.33,2.3717,2.4133,1.8633,2.1967
2018/12/10 16:48:00,PST,1.595,5.2283,2.0067,1.9617,2.5967,3.4433,2.1567,2.1033,1.7383,2.1067
2018/12/10 16:49:00,PST,18.3283,4.3867,4.51,2.7333,2.6633,1.6033,2.265,2.0267,1.88,2.3517
2018/12/10 16:50:00,PST,1.405,3.67,4.77,2.6117,2.5733,1.8333,2.3683,2.005,2.0317,2.2783
2018/12/10 16:51:00,PST,1.5133,6.9167,3.2683,2.0933,2.6167,3.9033,2.1917,2.0067,1.925,2.4233
2018/12/10 16:52:00,PST,17.7417,3.3083,3.9583,2.295,2.4517,1.7233,2.4683,2.0917,1.8017,1.8833
2018/12/10 16:53:00,PST,1.93,5.65,2.5067,1.6317,2.7583,1.73,2.3533,2.1133,1.7967,1.985
2018/12/10 16:54:00,PST,2.7067,4.4217,4.15,2.8133,2.68,1.725,1.9417,2.185,1.8733,2.1733
2018/12/10 16:55:00,PST,18.6383,3.245,2.1783,1.7867,2.5783,1.4167,2.28,2.01,1.96,2.3183
2018/12/10 16:56:00,PST,11.0733,4.2467,3.7933,2.73,2.6317,4.335,2.1667,1.835,1.7617,2.3533
2018/12/10 16:57:00,PST,7.8283,5.0,2.9417,2.2767,2.65,1.625,2.4967,2.465,1.8683,2.1483
2018/12/10 16:58:00,PST,1.5467,3.7617,3.245,2.1467,2.4733,1.775,2.43,1.8983,1.6533,2.2467
2018/12/10 16:59:00,PST,1.8417,3.9633,5.7867,2.445,2.675,1.7233,2.0667,2.0833,1.9617,2.2183
2018/12/10 17:00:00,PST,14.605,4.6117,1.9783,2.3833,2.675,1.79,2.2383,2.2717,1.8317,2.33
2018/12/10 17:01:00,PST,1.6733,3.8467,4.3317,3.0117,2.9183,4.9433,2.7817,2.6317,2.0117,2.3033
2018/12/10 17:02:00,PST,1.48,4.9433,3.645,2.865,2.7917,2.0083,2.4017,2.4333,1.9817,2.5483
2018/12/10 17:03:00,PST,13.7367,6.1417,3.5217,1.8217,3.8983,2.4033,2.2917,2.435,1.885,2.4033
2018/12/10 17:04:00,PST,6.14,5.2267,3.44,4.215,2.525,2.1083,2.2567,2.555,1.895,2.3933
2018/12/10 17:05:00,PST,1.415,4.5067,2.5517,1.765,2.7983,2.1983,2.35,2.2967,1.9967,2.3467
2018/12/10 17:06:00,PST,1.4783,4.1017,3.9917,2.9983,2.6,4.93,2.3583,2.2783,1.8967,2.1783
2018/12/10 17:07:00,PST,17.9717,5.2733,1.8217,1.895,2.8167,2.2367,2.1517,2.4683,1.975,2.7933
2018/12/10 17:08:00,PST,7.6633,4.395,3.9967,2.8867,3.0033,2.425,3.2533,3.6167,1.7283,2.2017
2018/12/10 17:09:00,PST,12.195,3.785,4.9833,2.48,3.1433,1.8167,2.0383,2.3067,1.9617,2.155
2018/12/10 17:10:00,PST,15.6833,4.885,3.0533,3.3667,3.31,3.5317,2.3233,2.475,1.7317,2.1217
2018/12/10 17:11:00,PST,2.4133,5.1567,3.2417,3.1067,3.0117,2.07,2.1683,2.3817,1.92,2.42
2018/12/10 17:12:00,PST,1.71,3.9633,2.305,3.28,3.05,1.9033,2.3667,2.38,1.76,2.2283
2018/12/10 17:13:00,PST,17.67,4.7483,4.2583,2.675,3.2533,1.47,2.395,2.4267,1.9117,2.1433
2018/12/10 17:14:00,PST,1.5333,4.2967,2.5233,5.165,3.1083,3.56,2.17,2.41,1.715,2.275
2018/12/10 17:15:00,PST,1.47,3.5383,3.8717,1.85,2.8883,1.8967,2.1067,2.2467,1.8483,2.4367
2018/12/10 17:16:00,PST,17.275,3.2317,3.2417,3.155,2.5783,1.75,2.4817,2.3433,1.9717,2.1433
2018/12/10 17:17:00,PST,1.53,6.0217,3.9633,2.8783,2.8267,1.7867,2.1167,2.1467,1.9233,2.05
2018/12/10 17:18:00,PST,1.5583,4.3517,6.1917,2.665,2.66,4.0583,2.7867,1.9567,1.9433,2.1417
2018/12/10 17:19:00,PST,17.3033,4.6583,2.085,2.1233,2.6367,1.9333,2.7167,2.05,1.4483,2.2383
2018/12/10 17:20:00,PST,1.4283,3.635,3.9617,1.8067,2.45,2.3317,2.47,2.2617,2.125,2.1933
2018/12/10 17:21:00,PST,1.4383,3.705,2.5,3.215,2.8667,1.645,2.1967,2.0283,2.0533,2.3667
2018/12/10 17:22:00,PST,16.9483,5.3017,3.47,1.5133,2.4733,1.6917,2.4917,2.085,1.555,2.13
2018/12/10 17:23:00,PST,1.4967,3.941,3.4767,2.025,2.5283,1.3833,2.58,1.9983,1.865,2.165
2018/12/10 17:24:00,PST,1.47,3.8525,2.7883,2.9617,2.66,3.4833,2.8483,2.1467,1.8167,2.2767
2018/12/10 17:25:00,PST,17.4717,4.375,4.1867,1.55,2.62,1.7517,2.155,2.0033,1.9233,2.1433
2018/12/10 17:26:00,PST,1.5167,4.2917,2.4133,2.6883,3.5183,1.795,2.3333,2.0167,1.6167,2.15
2018/12/10 17:27:00,PST,1.475,5.4667,4.14,1.3933,2.54,1.6667,2.2917,2.3417,1.5233,2.2033
2018/12/10 17:28:00,PST,16.225,4.9167,5.5083,2.4283,2.69,1.6217,2.6283,2.0933,1.6967,2.0117
2018/12/10 17:29:00,PST,1.59,5.2833,3.3583,2.0767,2.7717,3.9533,2.2383,1.9833,1.845,2.1067
2018/12/10 17:30:00,PST,1.7017,5.38,4.3733,2.0083,2.2867,2.0583,2.165,2.09,1.725,2.2067
2018/12/10 17:31:00,PST,16.05,4.0639,2.7067,2.1833,2.6217,2.45,2.3083,2.475,1.6883,2.05
2018/12/10 17:32:00,PST,1.6017,3.2183,4.6267,1.4267,2.7617,2.0783,2.2483,2.5367,1.3333,2.1817
2018/12/10 17:33:00,PST,1.98,3.8186,2.9483,2.5833,2.8817,2.3383,2.4383,2.5017,2.0133,2.0683
2018/12/10 17:34:00,PST,15.255,3.49,3.9483,3.505,2.5217,3.8667,2.565,2.5317,1.6617,2.1833
2018/12/10 17:35:00,PST,1.49,3.825,3.81,1.8233,2.625,2.0133,2.3067,2.3933,2.2867,2.235
2018/12/10 17:36:00,PST,2.3817,5.5283,2.6683,3.0567,2.4,2.2033,2.2833,2.47,2.2267,2.195
2018/12/10 17:37:00,PST,14.9083,3.3115,7.1083,1.3683,2.45,2.3467,2.2867,2.385,2.0667,2.0083
2018/12/10 17:38:00,PST,1.5417,3.678,2.6033,3.505,2.5567,2.3817,2.3,2.4817,2.2967,2.0317
2018/12/10 17:39:00,PST,3.0833,5.63,4.2633,1.815,2.585,3.48,2.4267,2.49,1.9783,2.1883
2018/12/10 17:40:00,PST,14.4783,5.155,3.0633,3.335,2.4667,1.86,2.3717,2.5767,1.805,2.1483
2018/12/10 17:41:00,PST,1.28,3.3233,3.0417,2.9667,2.4317,1.5283,2.0717,2.4867,1.7067,2.1667
2018/12/10 17:42:00,PST,6.3367,4.0533,3.7117,2.1467,2.5283,1.4067,2.3233,2.56,1.65,2.1717
2018/12/10 17:43:00,PST,15.505,5.34,2.5117,2.2167,2.6383,1.59,2.4283,2.4783,2.0967,2.0567
2018/12/10 17:44:00,PST,15.365,3.3617,6.8583,3.6783,2.5883,1.6733,2.3367,2.335,2.0633,1.9383
2018/12/10 17:45:00,PST,2.0717,3.51,2.545,3.4517,2.63,3.2117,2.4067,2.5433,1.7533,2.8483
2018/12/10 17:46:00,PST,1.3967,3.9417,3.595,2.9083,2.3033,1.3683,2.0483,2.5667,1.9567,2.0417
2018/12/10 17:47:00,PST,16.15,4.1098,4.6883,2.5017,2.6617,1.8067,2.1867,3.455,1.6283,2.1483
2018/12/10 17:48:00,PST,1.6267,4.0424,3.8233,3.0883,2.6633,1.4667,3.3817,1.9183,2.28,2.0733
2018/12/10 17:49:00,PST,1.5217,4.518,4.7467,1.7833,2.73,1.895,2.3467,1.98,2.18,2.1767
2018/12/10 17:50:00,PST,15.8117,3.5373,2.3567,3.7867,2.3933,1.4033,2.5983,1.9317,2.0467,2.1667
2018/12/10 17:51:00,PST,1.4083,4.0683,3.8883,2.1683,2.95,1.9867,1.76,2.1767,1.5983,2.505
2018/12/10 17:52:00,PST,1.7167,4.7443,5.2917,2.0,2.4367,4.3417,2.285,1.8783,1.6633,1.955
2018/12/10 17:53:00,PST,16.6,4.3576,3.32,2.9,3.3183,1.3383,2.335,2.035,2.015,2.075
2018/12/10 17:54:00,PST,1.5167,4.5233,4.2533,2.855,2.49,1.6667,2.515,1.945,2.255,2.1967
2018/12/10 17:55:00,PST,1.42,3.6721,1.9167,2.8133,2.5967,1.6867,2.3417,2.1417,2.0617,2.11
2018/12/10 17:56:00,PST,1.4983,3.9254,4.3617,2.7367,2.47,3.3533,2.255,2.155,1.6217,2.135
2018/12/10 17:57:00,PST,4.145,3.6367,2.4183,2.2233,2.6083,1.5767,2.0967,2.1667,1.4717,2.275
2018/12/10 17:58:00,PST,14.025,4.8867,3.7167,2.8083,2.4817,1.7533,2.5717,2.23,2.27,1.9467
2018/12/10 17:59:00,PST,1.4633,3.935,6.3333,2.55,2.6533,3.5683,2.1617,2.1383,1.9583,2.1
2018/12/10 18:00:00,PST,1.6667,3.8533,2.4633,4.0983,2.5417,1.715,2.5217,2.2583,2.0883,2.3283
2018/12/10 18:01:00,PST,14.025,5.1377,4.8867,1.88,2.9517,2.325,2.545,2.6933,1.775,2.3483
2018/12/10 18:02:00,PST,2.1017,5.275,3.2367,2.7483,2.6633,2.4883,2.1883,2.705,1.6233,2.36
2018/12/10 18:03:00,PST,1.5367,4.478,4.4217,2.33,2.73,4.7417,2.345,2.4867,2.0083,2.1583
2018/12/10 18:04:00,PST,2.9483,4.1983,3.37,1.5383,2.685,1.75,2.5067,2.285,2.3267,2.6267
2018/12/10 18:05:00,PST,12.455,5.1617,3.3333,2.5767,2.6683,2.0417,2.57,2.5267,2.5,2.2133
2018/12/10 18:06:00,PST,1.7533,4.2133,3.4,1.9083,2.5283,4.1533,2.4467,2.16,2.155,2.4333
2018/12/10 18:07:00,PST,1.4367,3.4639,3.2246,3.55,2.4317,1.995,2.075,2.4583,2.2717,2.2383
2018/12/10 18:08:00,PST,14.1983,5.0441,5.317,2.6183,2.875,2.2017,2.2367,2.2617,2.22,2.155
2018/12/10 18:09:00,PST,2.2733,4.4667,2.5833,1.9167,3.6167,1.465,2.2833,2.345,2.445,2.2167
2018/12/10 18:10:00,PST,1.3967,4.8583,3.6433,4.4117,2.8467,1.5467,2.65,2.3783,2.2667,2.145
2018/12/10 18:11:00,PST,16.77,4.2333,3.3817,2.0483,2.795,3.67,2.13,2.3717,2.2817,2.2733
2018/12/10 18:12:00,PST,2.0883,5.2583,2.7283,2.2933,3.01,1.4367,1.865,2.66,1.9517,2.1667
2018/12/10 18:13:00,PST,1.6317,4.9567,4.2183,2.01,2.8033,1.8017,2.2517,2.3833,2.2383,2.1117
2018/12/10 18:14:00,PST,13.72,4.9583,2.1667,3.585,2.9017,1.5467,2.4983,2.2367,2.435,2.26
2018/12/10 18:15:00,PST,4.225,3.1066,3.8883,3.7017,3.1517,3.6467,2.3867,2.2833,2.21,2.2417
2018/12/10 18:16:00,PST,1.39,4.6441,5.2283,1.5633,2.475,1.3983,2.3417,2.6117,1.9633,2.1217
2018/12/10 18:17:00,PST,14.53,5.4733,3.25,3.2767,3.1853,1.5733,1.795,2.06,1.75,2.225
2018/12/10 18:18:00,PST,5.3067,3.2983,3.415,2.7333,2.9644,1.8617,2.32,2.1233,2.3617,2.2633
2018/12/10 18:19:00,PST,14.75,4.1033,2.8383,1.8367,2.4133,1.61,2.2683,1.9917,2.4183,2.1933
2018/12/10 18:20:00,PST,14.6483,5.0767,5.6283,3.4667,2.5317,3.7517,2.6967,2.015,2.7067,2.2783
2018/12/10 18:21:00,PST,3.0517,4.8267,2.4167,2.485,2.6733,1.9233,2.3233,1.9067,1.8967,2.1983
2018/12/10 18:22:00,PST,1.3833,5.5607,3.76,2.595,2.5367,1.6233,2.03,2.05,1.8233,2.6017
2018/12/10 18:23:00,PST,16.4683,7.8509,3.8033,2.595,2.5283,1.5183,2.25,2.0517,2.625,1.94
2018/12/10 18:24:00,PST,6.0667,3.3017,2.5883,3.205,2.605,3.2433,2.4267,2.175,3.9617,2.1067
2018/12/10 18:25:00,PST,11.9633,4.1295,6.4517,2.365,2.575,1.5433,2.4467,2.0167,1.6417,2.1467
2018/12/10 18:26:00,PST,1.5417,5.8305,2.2717,2.2217,2.435,1.575,2.2483,2.13,1.3233,2.11
2018/12/10 18:27:00,PST,6.0367,4.4984,3.8918,3.085,2.9517,1.6283,2.0617,2.915,1.595,2.3967
