Time,,prod16.dc4,prod08.ld5,prod11.dc4,prod34.dc4,prod40.la3,prod50.dc4,prod14.dc4,prod81.dc4,prod03.dc4,prod41.la3
2018/12/10 18:28:00,PST,11.6583,5.0339,3.2339,2.1817,2.545,4.5567,2.2617,2.1283,1.7283,1.925
2018/12/10 18:29:00,PST,1.5083,4.835,3.545,2.0717,2.4383,1.52,2.3,1.8717,2.08,2.2667
2018/12/10 18:30:00,PST,9.6,4.9783,3.275,2.39,2.6317,1.9517,2.515,2.175,1.7967,2.215
2018/12/10 18:31:00,PST,9.405,5.5492,2.3167,1.4417,2.4917,4.4533,2.3167,2.2583,1.8133,2.0217
2018/12/10 18:32:00,PST,1.5483,4.2533,4.6383,2.5083,2.615,2.68,2.7633,2.56,1.5767,2.1717
2018/12/10 18:33:00,PST,10.9983,4.8559,4.9817,1.6483,2.625,1.9617,2.2533,2.3883,1.9583,2.1917
2018/12/10 18:34:00,PST,6.675,4.6283,3.6567,2.0717,2.6433,3.9233,2.555,2.4917,1.9717,2.165
2018/12/10 18:35:00,PST,1.5167,3.7295,3.68,2.2533,2.5233,2.13,2.2967,2.36,1.8283,2.2133
2018/12/10 18:36:00,PST,12.715,3.1949,2.3267,3.095,2.465,2.21,2.56,2.445,1.9717,2.0667
2018/12/10 18:37:00,PST,4.8,4.959,4.3133,2.2383,2.5667,1.9483,1.91,2.36,1.755,2.135
2018/12/10 18:38:00,PST,1.64,3.8102,2.3333,3.28,2.43,5.115,2.2383,2.2817,2.04,2.035
2018/12/10 18:39:00,PST,15.4,3.6344,4.015,2.905,2.5017,1.87,2.435,2.4233,1.575,2.205
2018/12/10 18:40:00,PST,2.6967,5.9203,3.582,1.7717,2.4333,1.845,2.4867,2.2,1.9317,2.1017
2018/12/10 18:41:00,PST,1.5867,3.88,3.0533,2.14,2.5683,1.8367,2.38,2.3817,1.9917,2.0933
2018/12/10 18:42:00,PST,17.4517,2.475,5.9542,2.62,2.72,4.2967,2.09,2.605,1.41,2.125
2018/12/10 18:43:00,PST,1.7467,5.0283,2.225,1.735,2.56,1.715,2.365,2.4617,1.915,2.1383
2018/12/10 18:44:00,PST,2.0533,4.4817,4.6983,3.0383,2.4417,1.85,2.3517,2.5867,1.7867,2.0467
2018/12/10 18:45:00,PST,19.84,3.2393,2.3689,3.335,2.6283,3.9017,2.5067,2.365,1.6017,2.2333
2018/12/10 18:46:00,PST,8.48,5.2898,3.635,2.1017,2.5067,1.755,2.335,2.4133,1.88,2.26
2018/12/10 18:47:00,PST,7.885,4.6771,3.4667,4.33,2.682,4.185,2.055,2.2083,1.8517,2.065
2018/12/10 18:48:00,PST,1.7183,3.3322,2.8864,1.9767,3.2288,1.6917,2.3867,1.925,1.8283,2.1217
2018/12/10 18:49:00,PST,12.5267,5.1017,4.675,2.7467,2.4683,4.0867,2.325,2.0317,1.6467,2.2533
2018/12/10 18:50:00,PST,6.9633,4.4183,4.7262,2.8333,2.4383,1.7233,2.4333,1.9133,2.61,2.1983
2018/12/10 18:51:00,PST,1.51,3.4833,4.2136,2.8817,3.0833,1.5483,2.5817,2.2333,2.655,2.185
2018/12/10 18:52:00,PST,13.975,3.4066,4.4817,8.9583,2.39,4.5617,1.905,2.04,2.2683,2.11
2018/12/10 18:53:00,PST,5.175,5.4117,3.2133,2.3783,2.6533,2.045,2.2217,2.1917,2.1,2.0733
2018/12/10 18:54:00,PST,17.3233,3.1017,4.1683,3.3983,2.5017,1.8933,2.4183,2.04,1.9017,2.29
2018/12/10 18:55:00,PST,1.3767,4.5869,1.9417,2.1617,2.745,4.1117,2.385,2.0133,1.9367,2.1683
2018/12/10 18:56:00,PST,1.5017,4.4051,4.4567,2.3767,2.4417,1.75,2.755,2.0633,2.0133,2.1267
2018/12/10 18:57:00,PST,17.23,3.0098,4.9918,2.5667,2.64,4.1333,1.8967,1.945,1.7,2.2183
2018/12/10 18:58:00,PST,1.9033,4.4525,3.6712,2.9967,2.5617,2.005,2.2117,2.75,1.8033,2.0733
2018/12/10 18:59:00,PST,1.6067,4.4067,3.9183,3.0467,2.4867,1.7683,2.5617,2.01,1.9467,2.1233
2018/12/10 19:00:00,PST,7.3083,4.36,2.525,2.3933,2.405,3.5933,2.8383,2.0367,1.5517,2.9167
2018/12/10 19:01:00,PST,9.36,3.7148,5.4867,2.735,2.5883,2.5467,2.6033,2.615,1.88,2.1617
2018/12/10 19:02:00,PST,1.4083,5.3817,3.195,2.4017,2.8433,5.7817,1.97,2.685,1.54,2.2433
2018/12/10 19:03:00,PST,1.6733,3.1627,3.81,2.0717,2.8417,2.3233,2.3683,2.2617,2.25,2.2833
2018/12/10 19:04:00,PST,16.285,3.75,5.875,2.6917,2.5083,1.965,2.4033,2.3867,1.8617,2.4033
2018/12/10 19:05:00,PST,2.13,4.195,2.9067,2.3,2.6633,5.18,2.6933,2.6833,2.24,2.4483
2018/12/10 19:06:00,PST,1.5017,5.2016,4.2067,4.4417,2.5317,2.1267,2.5367,3.0867,2.1517,2.485
2018/12/10 19:07:00,PST,1.4683,4.565,2.18,2.685,2.6433,1.7967,1.7417,2.5017,1.5683,1.9367
2018/12/10 19:08:00,PST,1.69,4.1322,4.145,3.5283,2.7983,2.3367,2.2367,2.3333,2.0233,2.225
2018/12/10 19:09:00,PST,17.1933,3.76,2.855,2.8883,2.9933,1.32,2.44,2.5867,1.9917,2.3967
2018/12/10 19:10:00,PST,1.41,5.9717,3.4233,1.5417,2.9033,3.57,2.49,2.43,1.9017,2.055
2018/12/10 19:11:00,PST,1.4367,4.3733,6.1733,2.7283,2.9367,1.5533,2.41,2.425,1.8783,2.2817
2018/12/10 19:12:00,PST,6.81,3.4133,1.715,2.1867,2.99,1.5217,2.0167,2.495,1.7167,2.2733
2018/12/10 19:13:00,PST,9.4883,3.9,4.4787,2.2667,3.0767,1.31,2.3433,2.3567,2.1667,2.1383
2018/12/10 19:14:00,PST,1.7317,3.6262,3.0407,3.2533,2.93,1.415,3.2,2.315,1.7367,2.3133
2018/12/10 19:15:00,PST,1.9267,4.1068,3.65,2.4517,3.6283,1.2867,2.4183,2.205,1.935,2.315
2018/12/10 19:16:00,PST,18.215,4.8283,4.0617,2.9867,2.39,2.695,2.38,2.33,1.74,2.1383
2018/12/10 19:17:00,PST,1.47,4.2967,3.0,2.905,2.73,2.24,1.9317,2.1633,2.045,2.0867
2018/12/10 19:18:00,PST,1.6083,4.2271,6.9733,2.7067,2.805,1.84,2.3417,1.9033,1.9617,2.15
2018/12/10 19:19:00,PST,16.27,4.625,2.94,1.7483,2.49,1.59,2.415,2.01,2.0067,2.1783
2018/12/10 19:20:00,PST,1.6317,4.16,4.1817,1.86,2.5517,2.1033,2.4333,2.0567,2.1367,2.3383
2018/12/10 19:21:00,PST,1.7433,4.1,3.4883,3.0567,2.835,1.8317,2.5667,2.015,2.05,2.22
2018/12/10 19:22:00,PST,17.1867,4.92,2.96,1.6767,2.44,4.2917,1.7933,2.055,1.77,2.08
2018/12/10 19:23:00,PST,1.6983,3.5262,7.5672,2.0317,2.6733,1.39,2.5,1.9967,2.2483,2.0617
2018/12/10 19:24:00,PST,2.4917,3.439,3.1217,2.2567,2.5333,1.7967,2.4183,1.895,1.9133,2.2883
2018/12/10 19:25:00,PST,16.4183,3.8233,4.0508,2.1917,2.9867,1.5133,2.545,2.025,1.78,2.16
2018/12/10 19:26:00,PST,1.2983,5.1017,3.5917,3.18,2.4883,3.32,2.7183,1.9233,1.6783,2.0917
2018/12/10 19:27:00,PST,5.3,4.565,3.2733,1.9583,2.6017,1.7783,1.9833,2.23,1.44,2.1117
2018/12/10 19:28:00,PST,13.4033,3.7934,4.6583,2.04,2.435,1.8683,2.3467,2.315,1.8667,2.08
2018/12/10 19:29:00,PST,1.43,3.605,4.7167,2.3733,2.695,3.9567,2.6,2.0167,2.0617,2.13
2018/12/10 19:30:00,PST,7.9217,3.5559,4.1484,2.1783,2.4567,1.805,2.4717,2.0,1.6167,2.325
2018/12/10 19:31:00,PST,12.035,6.5049,3.4067,2.215,2.5967,2.4,2.4467,2.3617,1.4117,2.155
2018/12/10 19:32:00,PST,1.455,3.6383,3.5783,1.87,2.71,2.595,2.065,2.6,1.6033,1.9383
2018/12/10 19:33:00,PST,9.0667,3.7559,4.3833,2.9867,2.75,4.0517,2.0767,2.2933,2.2883,2.315
2018/12/10 19:34:00,PST,9.8983,3.85,3.1117,2.4383,2.655,2.2217,2.4517,2.3433,2.26,2.13
2018/12/10 19:35:00,PST,1.4033,4.5951,5.585,1.9467,2.6,2.1117,2.4133,2.2667,1.9417,2.2183
2018/12/10 19:36:00,PST,8.8933,4.0,3.1083,2.54,2.445,5.0583,2.4133,2.2867,2.0133,2.045
2018/12/10 19:37:00,PST,9.63,3.5333,3.7426,1.6883,2.7317,2.4017,2.245,2.3567,2.015,2.1367
2018/12/10 19:38:00,PST,1.6267,3.2967,4.4644,2.8417,2.375,2.36,1.94,2.3733,1.7967,2.5933
2018/12/10 19:39:00,PST,6.11,4.2203,2.7283,1.995,2.5233,4.5833,2.0817,2.3783,2.2417,2.2917
2018/12/10 19:40:00,PST,12.72,3.3567,6.8917,2.1567,2.5883,1.5133,2.38,2.22,2.0233,2.01
2018/12/10 19:41:00,PST,1.3417,3.6443,2.6517,2.53,3.2567,1.5017,2.4017,2.4133,2.0383,2.1233
2018/12/10 19:42:00,PST,7.8283,4.4102,3.79,1.95,2.4733,1.5567,2.3867,2.7083,1.485,2.295
2018/12/10 19:43:00,PST,9.3617,3.7721,3.8833,2.5633,2.7115,1.6567,2.2767,2.2317,1.4917,1.9567
2018/12/10 19:44:00,PST,1.4817,3.1333,3.0933,2.3783,2.5288,4.135,2.515,3.4717,1.515,2.2417
2018/12/10 19:45:00,PST,10.8833,3.8746,4.0417,2.2867,2.7517,1.8583,2.3083,2.2433,1.4917,2.2217
2018/12/10 19:46:00,PST,7.69,3.4836,4.34,3.1533,2.43,1.6317,2.46,2.2967,1.405,2.1117
2018/12/10 19:47:00,PST,1.4933,3.4067,4.3767,2.3,2.5233,1.655,2.4217,2.3483,1.4083,1.98
2018/12/10 19:48:00,PST,12.94,3.9133,3.3467,2.3133,2.705,1.935,1.7983,1.9017,1.63,2.1483
2018/12/10 19:49:00,PST,4.29,4.0817,3.3033,1.2833,2.59,3.5667,2.475,1.9983,1.7417,2.3183
2018/12/10 19:50:00,PST,14.675,3.43,3.9213,2.8417,2.4167,1.5633,2.4983,2.0267,1.6567,2.3133
2018/12/10 19:51:00,PST,1.53,3.4833,2.005,1.7667,2.895,1.48,2.7083,2.0233,1.6633,2.2083
2018/12/10 19:52:00,PST,4.495,3.6509,4.5183,2.1867,2.595,1.57,2.3667,2.2283,1.61,2.075
2018/12/10 19:53:00,PST,13.3267,4.3213,4.8817,2.405,2.6417,1.6083,1.9067,2.0633,2.405,1.9517
2018/12/10 19:54:00,PST,1.4667,3.3567,3.6767,1.3633,2.6483,3.6683,3.25,1.9883,2.5883,2.2583
2018/12/10 19:55:00,PST,1.3867,3.3833,4.2917,2.095,2.5933,1.7783,2.3383,2.0533,2.2933,2.1117
2018/12/10 19:56:00,PST,6.085,5.665,3.3717,1.99,2.435,1.4683,2.49,2.1633,2.2033,2.0883
2018/12/10 19:57:00,PST,11.78,3.5661,4.155,2.3433,2.7567,1.59,2.22,1.9983,1.9783,2.205
2018/12/10 19:58:00,PST,1.595,3.9533,2.285,2.2333,2.32,3.9333,2.1117,2.3167,2.22,2.11
2018/12/10 19:59:00,PST,1.45,3.3443,6.3483,1.3333,2.715,1.9183,2.23,2.1867,2.1917,2.0967
2018/12/10 20:00:00,PST,1.7017,3.9661,2.9067,2.95,2.54,2.0867,2.7017,2.01,1.5083,2.2033
2018/12/10 20:01:00,PST,10.2683,3.7279,3.9883,1.6167,2.6317,2.7283,2.68,2.3967,1.7283,2.3317
2018/12/10 20:02:00,PST,8.555,3.3475,5.275,2.4183,2.865,4.82,2.2733,2.575,1.7083,2.315
2018/12/10 20:03:00,PST,1.56,3.6295,2.1533,1.98,2.9333,2.1817,2.49,2.255,2.2817,2.2683
2018/12/10 20:04:00,PST,1.515,3.078,4.7433,2.0733,2.575,2.4067,2.175,2.485,2.3833,2.4717
2018/12/10 20:05:00,PST,13.9883,3.2262,5.6767,3.0283,2.7417,4.745,2.72,2.23,2.3917,2.48
2018/12/10 20:06:00,PST,2.1033,3.6237,3.1967,1.545,2.6267,2.3783,2.3517,2.4367,2.1817,2.4233
2018/12/10 20:07:00,PST,1.3817,3.859,3.985,2.65,2.645,1.9133,2.51,2.3267,2.4633,2.1067
2018/12/10 20:08:00,PST,1.6767,4.0667,2.4917,2.5733,3.4483,2.5633,2.075,2.53,2.93,2.1367
2018/12/10 20:09:00,PST,1.4917,6.2203,4.3483,2.1967,3.1933,1.7617,2.03,2.265,2.2617,2.2633
2018/12/10 20:10:00,PST,15.2733,3.8328,2.265,2.69,2.8467,3.56,2.4633,2.3567,2.56,2.125
2018/12/10 20:11:00,PST,3.3217,3.0383,3.9283,1.6167,2.8183,1.78,2.46,2.4133,1.6717,2.1
2018/12/10 20:12:00,PST,1.3483,4.9373,5.4617,3.2833,2.9617,1.5133,2.3733,2.45,1.6617,2.455
2018/12/10 20:13:00,PST,1.475,3.515,2.6483,2.6517,2.9717,1.5033,2.3083,2.3567,3.8,1.945
2018/12/10 20:14:00,PST,1.5417,3.6426,4.8683,3.0933,3.005,2.0217,2.325,2.6267,1.7083,2.0883
2018/12/10 20:15:00,PST,1.5533,4.2644,2.28,2.82,2.8667,2.6983,2.3883,2.245,1.5183,2.4183
2018/12/10 20:16:00,PST,17.2883,3.2417,4.15,2.38,2.605,1.575,2.46,2.33,1.925,2.805
2018/12/10 20:17:00,PST,1.9317,3.359,3.8517,4.1167,2.695,1.6983,2.4933,2.33,1.7667,1.9733
2018/12/10 20:18:00,PST,1.445,4.1153,5.075,2.295,2.7783,1.7183,2.0783,2.17,1.6733,2.2783
2018/12/10 20:19:00,PST,1.675,4.51,4.2367,2.2217,2.6867,3.8133,2.13,1.7583,1.9867,2.0633
2018/12/10 20:20:00,PST,17.5717,3.8583,2.2133,2.955,2.4833,1.6283,2.485,1.9933,2.0467,2.1983
2018/12/10 20:21:00,PST,1.38,4.36,4.985,1.5433,2.6417,1.5467,2.6233,2.0833,1.4767,2.3383
2018/12/10 20:22:00,PST,1.295,3.5853,3.64,3.355,2.6417,1.4017,2.8883,2.075,1.585,1.9417
2018/12/10 20:23:00,PST,15.7667,5.2283,3.885,1.85,2.6917,1.5217,2.3133,1.915,1.4283,2.0583
2018/12/10 20:24:00,PST,1.59,4.4576,6.8367,2.005,2.7017,3.7067,2.0067,2.91,1.8383,2.1533
2018/12/10 20:25:00,PST,1.3167,3.6312,2.52,2.9467,2.62,1.3117,2.6433,1.7933,1.725,2.0233
2018/12/10 20:26:00,PST,16.0383,5.075,4.88,1.43,2.48,1.5867,2.5867,2.0,2.04,2.2183
2018/12/10 20:27:00,PST,1.4083,3.7915,3.8317,2.3767,2.57,3.6633,2.225,1.9483,1.8233,2.0467
2018/12/10 20:28:00,PST,1.635,3.223,4.2,1.4867,2.5267,1.43,2.39,2.475,1.7767,2.1133
2018/12/10 20:29:00,PST,16.1717,5.4667,4.1267,1.9867,2.6,1.705,2.045,2.0533,1.3633,2.1133
2018/12/10 20:30:00,PST,10.4867,3.9167,4.8683,1.8917,2.5917,3.385,2.4067,2.2333,1.7883,2.2117
2018/12/10 20:31:00,PST,8.155,3.3183,4.3083,1.6933,2.565,2.3433,2.4267,2.5567,1.3733,2.07
2018/12/10 20:32:00,PST,16.3067,5.1933,2.2683,1.9817,2.475,3.7267,2.48,2.6117,1.3233,1.9517
2018/12/10 20:33:00,PST,1.42,4.5814,4.1367,1.2467,2.8333,3.2167,2.1867,2.3317,1.9083,2.17
2018/12/10 20:34:00,PST,2.4017,4.818,3.1783,2.7367,3.5167,2.1617,2.9967,2.2133,1.96,2.185
2018/12/10 20:35:00,PST,14.545,4.1,3.82,1.6117,2.425,3.14,2.3767,2.2133,1.7967,2.195
2018/12/10 20:36:00,PST,1.4467,3.2217,4.6517,2.06,2.4367,3.135,2.2683,2.215,1.565,2.19
2018/12/10 20:37:00,PST,4.7667,3.4317,2.29,1.85,2.4283,2.275,2.5133,2.4217,1.64,2.1683
2018/12/10 20:38:00,PST,15.17,3.739,6.1167,1.74,2.625,3.88,2.2183,2.3483,2.0983,2.0817
2018/12/10 20:39:00,PST,1.3817,3.4683,3.3567,2.2883,2.4383,1.355,2.18,2.3117,1.86,2.2667
2018/12/10 20:40:00,PST,6.9433,4.177,3.4067,1.55,2.405,4.2317,2.2117,2.4667,1.6233,1.985
2018/12/10 20:41:00,PST,9.1867,2.845,4.5083,2.6317,2.5367,1.3333,2.42,2.3833,1.5483,2.1133
2018/12/10 20:42:00,PST,1.565,4.9797,2.1567,3.1183,2.4183,1.6317,2.3883,2.525,1.66,2.1733
2018/12/10 20:43:00,PST,10.625,4.5833,4.6867,1.8733,2.59,4.0967,2.4217,2.38,2.1883,2.0933
2018/12/10 20:44:00,PST,7.57,3.4541,2.86,2.41,2.605,1.3517,2.25,2.4217,1.9167,2.09
2018/12/10 20:45:00,PST,1.4883,4.1949,5.53,1.19,2.495,1.345,2.1067,2.3833,1.6733,2.31
2018/12/10 20:46:00,PST,15.5433,2.9984,3.7617,2.31,2.4083,1.2983,2.2733,2.4017,2.2283,2.12
2018/12/10 20:47:00,PST,2.9617,3.7933,2.5517,2.37,2.6417,3.405,2.3733,2.285,1.7817,1.9867
2018/12/10 20:48:00,PST,1.5217,3.8847,4.3333,2.5183,2.5917,1.36,2.26,1.9383,2.0083,2.155
2018/12/10 20:49:00,PST,15.2983,3.1933,2.3283,2.3533,2.7983,1.3967,2.425,2.2267,1.7917,2.1433
2018/12/10 20:50:00,PST,2.4183,3.2426,4.11,1.52,2.415,3.7817,2.01,1.9667,2.3067,2.145
2018/12/10 20:51:00,PST,1.4033,4.4814,3.115,2.5767,2.6183,1.33,2.55,2.98,2.1583,2.3683
2018/12/10 20:52:00,PST,11.0067,3.1082,3.1433,1.355,2.7383,1.66,2.6267,2.25,2.5717,2.1017
2018/12/10 20:53:00,PST,11.3183,4.8417,7.56,1.9967,2.5833,3.9767,2.42,2.2167,2.1567,1.8883
2018/12/10 20:54:00,PST,9.3017,3.7967,2.105,2.1817,2.6433,3.9633,2.47,1.8667,2.0067,2.6467
2018/12/10 20:55:00,PST,1.3867,3.4433,4.93,1.7167,2.3967,1.5117,2.2967,2.0733,2.1983,2.135
2018/12/10 20:56:00,PST,1.6283,6.5237,3.0583,2.7683,2.385,1.5767,2.2983,2.005,1.7933,2.08
2018/12/10 20:57:00,PST,1.4633,3.1467,3.465,1.2833,2.73,4.3267,2.57,1.9833,2.3717,2.1733
2018/12/10 20:58:00,PST,17.7367,2.7885,5.0583,3.015,2.47,1.7883,2.2817,2.0383,2.0167,1.945
2018/12/10 20:59:00,PST,2.1833,4.0102,5.3417,2.1833,2.59,3.25,2.2733,2.065,1.81,1.9667
2018/12/10 21:00:00,PST,1.5417,3.5483,3.7683,2.8133,2.4117,4.2267,2.5733,1.9233,1.7233,2.1867
2018/12/10 21:01:00,PST,2.4917,4.4984,3.655,2.0983,2.705,2.2617,2.6567,3.8233,2.375,2.345
2018/12/10 21:02:00,PST,16.18,5.4633,4.8417,1.6933,2.7317,2.1283,2.395,2.4383,1.8233,2.36
2018/12/10 21:03:00,PST,1.5817,3.9797,3.7967,2.9333,2.9596,3.7117,2.44,2.4633,2.0633,2.1861
2018/12/10 21:04:00,PST,1.475,2.9803,2.9883,2.3767,2.6533,2.1067,2.6833,2.4483,2.015,2.5033
2018/12/10 21:05:00,PST,11.245,4.1333,4.71,1.9417,3.3083,10.41,2.1167,2.32,1.8383,2.4733
2018/12/10 21:06:00,PST,7.53,3.4932,2.09,1.9167,2.43,3.855,2.4483,2.4,2.375,2.2967
2018/12/10 21:07:00,PST,1.3317,3.0262,6.3817,1.4817,2.5633,1.825,2.3667,2.2483,2.1383,2.1933
2018/12/10 21:08:00,PST,2.715,5.655,3.5583,2.3067,2.7667,1.95,2.4367,2.3083,2.2683,2.15
2018/12/10 21:09:00,PST,15.5883,5.4153,3.2933,1.585,3.065,1.7,2.535,2.3567,2.7283,2.0167
2018/12/10 21:10:00,PST,1.415,3.5902,4.04,2.1683,2.8667,4.9217,2.2317,2.3733,2.5133,2.1
2018/12/10 21:11:00,PST,1.6233,5.3667,2.065,1.7633,3.1367,1.4183,3.0083,2.5567,2.1833,2.2933
2018/12/10 21:12:00,PST,1.4367,5.217,4.4483,1.91,3.65,1.4817,2.3367,2.43,2.0033,2.145
2018/12/10 21:13:00,PST,8.6783,5.0133,2.71,2.6517,3.1883,4.6883,2.36,2.395,2.2967,2.4117
2018/12/10 21:14:00,PST,9.525,4.3738,3.9983,1.91,2.935,1.6733,2.54,2.4733,2.0933,2.2583
2018/12/10 21:15:00,PST,1.5817,4.3559,5.995,2.02,3.0183,1.7717,2.4717,2.4217,1.9733,2.4233
2018/12/10 21:16:00,PST,1.4817,4.0049,2.9167,1.9467,2.5483,4.1133,1.975,2.48,2.4133,2.095
2018/12/10 21:17:00,PST,10.73,3.7883,4.73,4.2483,2.4833,1.8517,2.4917,2.27,1.7567,1.9883
2018/12/10 21:18:00,PST,9.32,4.1817,2.62,4.6,2.6667,1.6033,2.5783,1.87,2.1233,2.1833
2018/12/10 21:19:00,PST,14.8267,5.31,4.2133,2.0383,2.5917,4.3417,2.5133,2.0283,2.0183,2.27
2018/12/10 21:20:00,PST,1.6033,4.865,3.4483,2.2483,2.4167,1.9583,2.605,2.0,2.515,2.1617
2018/12/10 21:21:00,PST,1.905,4.8633,3.1367,1.75,2.4583,3.19,2.1317,2.1867,3.2967,2.3083
2018/12/10 21:22:00,PST,15.9333,3.4917,6.6017,1.9983,2.715,1.4367,2.535,1.9383,3.79,1.95
2018/12/10 21:23:00,PST,1.66,4.9383,2.2317,2.305,2.5033,1.54,2.4183,2.1067,2.6133,2.1583
2018/12/10 21:24:00,PST,2.0717,4.28,4.6917,1.5567,2.4833,1.47,2.845,2.1733,2.3767,2.1783
2018/12/10 21:25:00,PST,15.3183,5.18,2.6583,2.0117,2.615,3.8583,2.48,2.1233,2.36,2.1567
2018/12/10 21:26:00,PST,1.5717,4.325,3.665,1.7217,2.4233,1.41,2.2083,1.9133,2.2983,2.0317
2018/12/10 21:27:00,PST,3.4967,4.4733,3.73,1.9983,2.5783,1.5317,2.2767,2.0167,2.1633,2.2067
2018/12/10 21:28:00,PST,3.4967,4.025,3.0633,1.995,2.4883,1.54,2.8017,1.9317,2.5717,1.935
2018/12/10 21:29:00,PST,3.4967,4.025,3.0633,1.995,2.4883,1.54,2.8017,1.9317,2.5717,1.935
